核卡狀況,聯徵紀錄,年齡,年收入,收支比,每月信用卡支出平均,扶養人數,居住時間,持有主卡,活躍帳戶,核卡狀況_no,核卡狀況_yes,房地產_no,房地產_yes,創業人士_no,創業人士_yes
no,-0.3397165448614569,23,-0.48148217997054843,-0.7191433024847342,-0.6782559249526872,2,2,1,0,1,0,0,1,1,0
no,2.626726762015292,37,0.07820485784584882,-0.7204908588964257,-0.6782559249526872,2,1,1,9,1,0,0,1,1,0
yes,-0.3397165448614569,28,-0.6287682425538109,1.0113228265648986,0.4775367445104068,1,1,0,4,0,1,0,1,1,0
yes,-0.3397165448614569,26,-0.10478334630759653,0.30147780312624567,0.2688538565927743,0,0,1,11,0,1,1,0,1,0
yes,-0.3397165448614569,26,-0.5993110300371584,-0.7187207756976278,-0.6782559249526872,0,3,1,11,0,1,1,0,1,0
no,2.626726762015292,25,-0.8231858451637174,-0.7176816177055669,-0.6782559249526872,0,0,1,6,1,0,1,0,1,0
yes,-0.3397165448614569,41,0.13711928287915381,0.8850092600732761,0.9992753157449269,3,5,1,10,0,1,0,1,1,0
no,0.4018942818577303,38,-0.0985384172540661,-0.7201517537752748,-0.6782559249526872,2,1,1,6,1,0,1,0,1,0
yes,-0.3397165448614569,34,-0.8055115176537259,-0.6892931328907778,-0.6614495984541046,2,3,1,6,0,1,0,1,1,0
yes,-0.3397165448614569,31,-0.30473890487063354,2.585416330402965,2.0536766934603654,2,2,1,11,0,1,0,1,1,0
yes,-0.3397165448614569,24,-0.16039856353903617,0.01289926906719579,-0.017574736678047116,1,1,1,23,0,1,0,1,1,0
yes,-0.3397165448614569,25,-1.1000836428202507,0.22332731711556036,-0.26816001646419596,1,1,1,19,0,1,0,1,1,0
yes,-0.3397165448614569,57,0.8440923832788135,0.8945875649967067,1.571869956890611,0,11,1,4,0,1,0,1,1,0
yes,-0.3397165448614569,23,-0.452024967453896,0.9003172460231581,0.5450431794211814,0,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,23,-0.30473890487063354,0.19857268969135455,0.08339450234509856,1,4,0,8,0,1,0,1,1,0
yes,-0.3397165448614569,28,-0.010166779704108637,0.03153028011321438,0.05279806326095974,0,1,1,2,0,1,0,1,1,0
yes,-0.3397165448614569,32,-0.9149745193656065,-0.15292630860228862,-0.37964720540032737,0,0,1,22,0,1,0,1,1,0
yes,-0.3397165448614569,34,0.13711928287915381,-0.3144825301351788,-0.2517479957486259,4,4,1,8,0,1,0,1,0,1
no,-0.3397165448614569,31,-1.091246479065255,-0.7157515866260067,-0.6782559249526872,2,1,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,24,-0.5698538175205059,2.0725798111613667,1.2658267290937317,1,2,1,13,0,1,1,0,1,0
no,-0.3397165448614569,38,-0.21636726732067604,-0.7198880048788262,-0.6782559249526872,0,3,0,2,1,0,1,0,1,0
no,4.851559242172853,36,0.07820485784584882,-0.7204908588964257,-0.6782559249526872,2,5,1,7,1,0,0,1,1,0
yes,-0.3397165448614569,29,-0.21636726732067604,-0.23128789922969153,-0.25125590647295903,1,1,1,8,0,1,0,1,1,0
yes,-0.3397165448614569,34,-0.605202472540489,1.2105418630128684,0.6329705859051011,0,9,0,11,0,1,0,1,1,0
yes,-0.3397165448614569,25,-0.7465970926204208,0.5711849981448328,0.10960027303368274,0,2,1,17,0,1,1,0,1,0
yes,-0.3397165448614569,22,-1.0411692177869458,0.8650054887710211,0.05726243504281027,0,2,1,3,0,1,0,1,1,0
yes,-0.3397165448614569,26,-0.6782563595817869,-0.39963016886908936,-0.47121420243826034,0,0,1,2,0,1,1,0,1,0
yes,-0.3397165448614569,32,0.1665764953958063,-0.6599411301024433,-0.6134751586058573,2,1,1,17,0,1,0,1,1,0
no,4.109948415453666,39,-0.0985384172540661,-0.7201517537752748,-0.6782559249526872,0,7,1,7,1,0,1,0,1,0
no,-0.3397165448614569,30,-0.452024967453896,-0.7192387764202619,-0.6782559249526872,0,0,0,0,1,0,1,0,1,0
yes,0.4018942818577303,60,1.6099799087117783,0.27126135805482166,1.0797594135799937,1,20,1,14,0,1,0,1,1,0
no,1.1435051085769175,36,-0.21636726732067604,-0.7198880048788262,-0.6782559249526872,0,6,1,16,1,0,1,0,1,0
yes,-0.3397165448614569,36,0.6673491081788986,0.14499737635573126,0.454521120392837,0,5,1,16,0,1,0,1,1,0
yes,-0.3397165448614569,28,-0.6971089755924444,0.11529946161472553,-0.14787865681396847,0,0,1,14,0,1,0,1,1,0
no,-0.3397165448614569,66,-0.06908120473741361,-0.7202126185806106,-0.6782559249526872,3,25,1,13,1,0,0,1,1,0
yes,-0.3397165448614569,35,-0.6876826675871158,0.683755137140307,0.21884739238333975,1,1,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,74,-0.33036667976012113,-0.5459259847530167,-0.5358605059405396,0,42,1,10,0,1,0,1,1,0
yes,-0.3397165448614569,28,-0.5519438323103811,1.685864849214777,1.018226619794322,2,2,1,17,0,1,0,1,1,0
yes,-0.3397165448614569,55,1.9634664589116082,-0.3170356194528021,0.10987235220100369,1,25,1,13,0,1,0,1,1,0
no,0.4018942818577303,38,0.3727769830123737,-0.720943000464621,-0.6782559249526872,3,3,1,7,1,0,0,1,0,1
no,-0.3397165448614569,37,1.0561843133987114,-0.7216545095325971,-0.6782559249526872,0,7,1,1,1,0,0,1,0,1
yes,-0.3397165448614569,39,1.0208356583787284,-0.11736557239190414,0.21800402030134747,3,11,1,15,0,1,0,1,1,0
yes,-0.3397165448614569,44,0.49060583307898364,-0.3161235757688826,-0.18255775014197775,2,12,0,2,0,1,0,1,1,0
yes,-0.3397165448614569,30,1.3154077835452533,-0.3042084556229164,0.002815800163443184,0,0,0,8,0,1,0,1,1,0
yes,-0.3397165448614569,23,-0.8879917127003527,2.0932798795502454,0.8383379214899621,0,0,1,4,0,1,1,0,1,0
no,-0.3397165448614569,27,-1.0176034477736238,-0.7163885075060672,-0.6782559249526872,0,8,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,51,2.022380883944913,-0.6955610515651899,-0.6244756640231481,0,3,0,5,0,1,1,0,1,0
yes,-0.3397165448614569,22,-0.8957684168047491,-0.603595841456668,-0.6162375321895446,0,4,1,4,0,1,1,0,1,0
no,-0.3397165448614569,22,-0.9233403677203358,-0.7170746829650416,-0.6782559249526872,2,0,1,0,1,0,1,0,1,0
no,0.4018942818577303,36,-0.21636726732067604,-0.7198880048788262,-0.6782559249526872,1,1,1,16,1,0,0,1,1,0
yes,-0.3397165448614569,36,-0.6876826675871158,-0.6032629903493497,-0.6036969560138331,0,6,1,0,0,1,0,1,1,0
no,0.4018942818577303,22,-0.9233403677203358,-0.7170746829650416,-0.6782559249526872,0,0,1,2,1,0,1,0,1,0
yes,-0.3397165448614569,32,-0.452024967453896,-0.6928638920503715,-0.6577827633150075,0,7,1,21,0,1,1,0,1,0
no,-0.3397165448614569,27,-0.8055115176537259,-0.7177780137072366,-0.6782559249526872,0,2,1,4,1,0,1,0,1,0
yes,-0.3397165448614569,38,0.9619212333454235,-0.12014833424855498,0.19578923297815645,3,0,1,0,0,1,0,1,1,0
yes,-0.3397165448614569,28,0.5023887180856444,0.17887064712663703,0.4254401842716868,1,1,1,3,0,1,0,1,1,0
yes,-0.3397165448614569,38,0.3838528949186348,1.0158677475485025,1.3470900293958565,3,8,0,3,0,1,1,0,1,0
yes,-0.3397165448614569,26,-0.21636726732067604,-0.2444120443169785,-0.2617430549707763,0,2,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,22,-0.12611036816965282,-0.32093984161715283,-0.3118780050834849,0,1,0,3,0,1,1,0,1,0
yes,-0.3397165448614569,23,-0.334196117387286,-0.055316112512942994,-0.13800900335357505,0,5,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,29,-0.29884746236730314,1.4020699816403952,1.0830104296143173,0,3,1,1,0,1,1,0,1,0
yes,-0.3397165448614569,23,-0.7819457476404039,1.1695784944076297,0.43974377478227616,0,1,1,9,0,1,1,0,1,0
yes,-0.3397165448614569,33,0.07820485784584882,-0.49306996740778836,-0.4455707775866081,0,1,1,8,0,1,0,1,1,0
yes,-0.3397165448614569,64,2.2138527653031543,-0.45678318323525985,-0.12933070462987437,1,20,1,8,0,1,0,1,1,0
no,-0.3397165448614569,23,-0.510939392487201,-0.7190440084101914,-0.6782559249526872,0,3,0,0,1,0,1,0,1,0
yes,-0.3397165448614569,23,-0.03962399222076113,-0.08640788742190078,-0.06934421522235955,0,0,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,36,-0.6876826675871158,0.12961353622323044,-0.13486762568991073,1,0,1,4,0,1,1,0,1,0
yes,0.4018942818577303,38,-0.0985384172540661,-0.24453009832302894,-0.2337592359232441,1,7,0,12,0,1,0,1,1,0
yes,-0.3397165448614569,22,0.3727769830123737,-0.2170929336228228,-0.09145853126273933,0,2,1,4,0,1,0,1,1,0
yes,-0.3397165448614569,38,1.2970853973598955,-0.26607184219025537,0.060547185960413245,3,2,1,7,0,1,1,0,1,0
yes,-0.3397165448614569,36,2.140209734011523,-0.6164336607419703,-0.4614756750024412,3,1,1,5,0,1,0,1,1,0
no,0.4018942818577303,26,-0.6287682425538109,-0.7186036627476399,-0.6782559249526872,0,5,1,3,1,0,1,0,1,0
yes,-0.3397165448614569,21,1.2564933585119484,0.0983185691644485,0.6303612660201198,0,4,1,0,0,1,1,0,1,0
yes,0.4018942818577303,41,-0.510939392487201,0.08374443814404517,-0.09451117151603758,2,10,0,3,0,1,1,0,0,1
no,0.4018942818577303,40,-0.510939392487201,-0.7190440084101914,-0.6782559249526872,1,8,1,8,1,0,0,1,1,0
yes,-0.3397165448614569,25,2.7293539843445727,-0.5446875254348522,-0.2643498080711604,2,1,1,0,0,1,0,1,1,0
yes,-0.3397165448614569,23,-0.9056660402103442,0.030951720533964524,-0.2786533985817497,1,1,0,10,0,1,1,0,1,0
yes,-0.3397165448614569,27,-0.27528169235398103,-0.3209359381334854,-0.3420529781367359,0,0,0,3,0,1,1,0,1,0
no,1.8851159352961047,38,0.7851779582455085,-0.7214143819873143,-0.6782559249526872,3,3,1,8,1,0,0,1,1,0
no,1.1435051085769175,23,-0.9675261864953145,-0.7167688872195211,-0.6782559249526872,0,17,0,5,1,0,1,0,1,0
no,-0.3397165448614569,37,-1.0677985379019994,-0.7159654954209912,-0.6782559249526872,1,3,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,41,0.2667310179524245,0.8073615849587805,1.0158981794809954,2,3,1,2,0,1,1,0,1,0
yes,-0.3397165448614569,52,-0.5698538175205059,0.006841378914003548,-0.17014551319613463,1,8,1,2,0,1,1,0,0,1
yes,-0.3397165448614569,31,-0.5698538175205059,1.2482938250549498,0.6910015521329355,1,4,0,1,0,1,1,0,1,0
yes,-0.3397165448614569,36,-0.21636726732067604,0.5613935841130715,0.43874456220687236,1,15,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,21,-1.0411692177869458,2.32832340110505,0.7363174008324371,0,16,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,42,-0.40489342742725193,0.7848353192108903,0.4930412235290504,1,7,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,32,1.7278087587783881,0.21236971096326143,1.0302630061384077,4,5,1,7,0,1,1,0,0,1
yes,-0.3397165448614569,24,-1.0411692177869458,-0.24841047758714074,-0.45902806254709394,0,3,1,2,0,1,1,0,1,0
yes,-0.3397165448614569,32,-0.452024967453896,0.10712704380892481,-0.05319804005437396,1,6,0,3,0,1,1,0,1,0
yes,-0.3397165448614569,28,-0.7465970926204208,0.7369807194392392,0.20983321156089768,2,2,1,7,0,1,1,0,1,0
no,0.4018942818577303,28,-0.8453376689762401,-0.7175565764637519,-0.6782559249526872,2,6,1,4,1,0,1,0,1,0
yes,-0.3397165448614569,23,-0.510939392487201,1.700503967963264,1.0771038915722597,0,1,1,4,0,1,0,1,1,0
no,0.4018942818577303,44,-0.9233403677203358,-0.7170746829650416,-0.6782559249526872,0,5,1,2,1,0,1,0,0,1
yes,-0.3397165448614569,31,0.1135535128658319,-0.37378425401093746,-0.317641023198198,0,6,1,9,0,1,1,0,1,0
yes,-0.3397165448614569,24,0.01929043281254385,0.3976656541668228,0.4255256215304278,0,1,1,7,0,1,1,0,1,0
yes,-0.3397165448614569,28,-0.48148217997054843,1.8035991916027165,1.1883619033121973,1,7,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,47,0.9147896933187797,-0.2504793239308843,-0.003931176492495209,1,24,1,14,0,1,0,1,0,1
yes,-0.3397165448614569,26,0.31386255797906876,-0.5714636299009994,-0.507662543720884,0,2,1,13,0,1,1,0,1,0
yes,-0.3397165448614569,37,1.0797500834120335,-0.09998884559783693,0.26113846877660035,0,1,0,0,0,1,1,0,1,0
yes,-0.3397165448614569,54,3.3184982346776226,-0.06125658165743615,1.0487255210637607,3,12,1,6,0,1,0,1,1,0
yes,-0.3397165448614569,35,1.5510654836784732,4.110248925353516,7.72310140803262,2,0,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,35,2.434781859178048,-0.5071840148532266,-0.20733638859442535,4,1,1,12,0,1,0,1,1,0
yes,-0.3397165448614569,44,3.3184982346776226,2.01880352116665,6.471566573037163,2,0,1,7,0,1,1,0,1,0
yes,-0.3397165448614569,20,-0.7465970926204208,0.8989974465453289,0.3086848532912149,1,2,0,6,0,1,1,0,1,0
yes,-0.3397165448614569,23,-0.21636726732067604,-0.5465944299561762,-0.5261494797682635,3,1,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,27,-0.452024967453896,-0.3372776087583294,-0.38725284484078804,0,14,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,54,1.2447104735052876,0.6917351237512589,1.5690127589502263,1,12,1,4,0,1,0,1,1,0
yes,-0.3397165448614569,40,2.847182834411183,-0.4265979660331755,0.02742943103463135,3,14,1,15,0,1,0,1,1,0
yes,0.4018942818577303,32,-0.510939392487201,0.9355435486328457,0.5235005229789869,0,12,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,28,-0.21636726732067604,0.025427763646743085,-0.02696806825387177,0,1,1,0,0,1,0,1,1,0
yes,-0.3397165448614569,35,1.8456376088449982,-0.010952071136452439,0.6634603200866922,0,0,1,0,0,1,0,1,1,0
yes,0.4018942818577303,56,2.4772002452020274,-0.6537470822189474,-0.5266934180927972,2,3,1,18,0,1,0,1,0,1
yes,0.4018942818577303,28,-0.8055115176537259,-0.17720882550185235,-0.3623642013341675,1,5,1,2,0,1,1,0,1,0
no,1.8851159352961047,31,-0.06908120473741361,-0.7202126185806106,-0.6782559249526872,1,6,1,7,1,0,1,0,1,0
no,1.1435051085769175,24,-0.21636726732067604,-0.7198880048788262,-0.6782559249526872,0,2,1,4,1,0,1,0,1,0
yes,-0.3397165448614569,40,2.140209734011523,-0.042704378781676385,0.7032792162291737,3,0,1,2,0,1,1,0,1,0
no,4.851559242172853,33,2.434781859178048,-0.7224199942847337,-0.6782559249526872,0,2,1,8,1,0,1,0,1,0
yes,-0.3397165448614569,38,0.25494813294576374,-0.09246546107641723,0.01542384610571413,0,1,1,6,0,1,0,1,1,0
yes,-0.3397165448614569,25,0.19603370791245878,0.1659233192995293,0.27556416489732166,0,19,1,6,0,1,0,1,1,0
yes,-0.3397165448614569,33,0.01929043281254385,0.791284507226854,0.8140697064888767,1,3,1,7,0,1,0,1,1,0
no,0.4018942818577303,27,-0.30473890487063354,-0.7196659008781312,-0.6782559249526872,0,5,0,7,1,0,1,0,1,0
yes,-0.3397165448614569,28,-0.452024967453896,-0.14521566236439035,-0.24292302361936127,0,2,1,4,0,1,1,0,1,0
yes,-0.3397165448614569,22,-1.0612001222982697,0.021523224983716636,-0.34188797055547654,0,1,1,1,0,1,1,0,1,0
yes,-0.3397165448614569,24,-0.9233403677203358,0.685395655276217,0.05598197621223763,0,12,1,5,0,1,0,1,1,0
yes,-0.3397165448614569,39,-0.15745284228737108,1.0661171872999078,0.929162494417282,2,1,1,3,0,1,0,1,1,0
no,-0.3397165448614569,25,-1.1000836428202507,-0.7156680225356471,-0.6782559249526872,4,4,0,1,1,0,1,0,0,1
yes,0.4018942818577303,19,-0.6935741100904464,2.8695825564235453,1.6012688076183204,0,4,1,2,0,1,1,0,1,0
yes,-0.3397165448614569,31,1.2564933585119484,0.02349247974416005,0.5123837788877866,3,0,1,7,0,1,0,1,1,0
yes,-0.3397165448614569,31,0.6084346831455937,-0.2976235951746197,-0.13534724772610457,2,6,1,8,0,1,0,1,1,0
yes,-0.3397165448614569,33,-0.21636726732067604,3.24468307196612,2.770008338590538,2,8,1,4,0,1,0,1,1,0
yes,0.4018942818577303,26,-0.24582447983732855,0.6746378652878687,0.5165823051220528,0,2,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,26,-1.0411692177869458,-0.4758015886603823,-0.5662402350679577,0,2,1,5,0,1,0,1,1,0
yes,-0.3397165448614569,22,-0.8055115176537259,0.497481951525624,0.028776992948249504,0,0,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,25,-0.30226449901923463,0.7131325442223483,0.5098994980810485,1,3,1,3,0,1,1,0,0,1
yes,-0.3397165448614569,26,-0.6876826675871158,-0.19379525510259962,-0.34094680398032456,0,3,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,29,0.1665764953958063,0.20318396989730494,0.3020662158651449,0,2,1,17,0,1,1,0,1,0
no,6.334780895611226,35,-0.9822547927536408,-0.7166609601160987,-0.6782559249526872,0,7,1,10,1,0,1,0,1,0
yes,-0.3397165448614569,57,-1.0117120052702933,-0.6237235641902978,-0.6333371944987496,0,2,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,52,-0.4166763124339129,-0.25334595793660586,-0.31678239708202705,3,19,1,0,0,1,0,1,1,0
yes,-0.3397165448614569,41,-0.3636533299039385,-0.5228992290992256,-0.5198241891533213,1,11,0,9,0,1,0,1,1,0
yes,-0.3397165448614569,39,-1.0647349878002677,-0.23191203461824766,-0.4580013487081468,0,2,1,3,0,1,1,0,1,0
no,0.4018942818577303,56,2.7293539843445727,-0.7225254938433132,-0.6782559249526872,0,34,1,7,1,0,0,1,1,0
yes,-0.3397165448614569,28,-0.7894867940446667,0.44720613688457395,0.007964770065763127,1,7,1,1,0,1,0,1,1,0
yes,-0.3397165448614569,38,0.3727769830123737,-0.6268637691013718,-0.5683425416582563,0,1,1,8,0,1,0,1,1,0
yes,-0.3397165448614569,55,1.9634664589116082,0.11841940006059636,0.9564404477005383,0,2,1,0,0,1,0,1,1,0
yes,-0.3397165448614569,29,-0.510939392487201,1.170081727302053,0.6933299924462619,0,5,1,9,0,1,0,1,1,0
yes,-0.3397165448614569,19,-0.21636726732067604,-0.7198880048788262,-0.6782559249526872,0,4,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,25,-0.0985384172540661,-0.2448532434709579,-0.23436426372119507,0,0,1,6,0,1,1,0,1,0
yes,-0.3397165448614569,27,-0.11032130226072706,0.23462758583412532,0.20479424671275065,2,1,0,0,0,1,1,0,1,0
yes,-0.3397165448614569,27,-0.0985384172540661,-0.3970230637774734,-0.3763195525115969,0,1,1,9,0,1,0,1,1,0
yes,0.4018942818577303,26,-0.9642858931184828,0.2380931408339026,-0.19597836675107258,0,0,1,10,0,1,1,0,1,0
yes,-0.3397165448614569,25,-0.5698538175205059,0.41391153119247653,0.11282415448797677,0,12,1,18,0,1,1,0,1,0
no,0.4018942818577303,32,-0.6582254550704634,-0.7184813444494318,-0.6782559249526872,1,3,0,13,1,0,1,0,1,0
yes,-0.3397165448614569,43,0.34302519837055456,0.9337912009648406,1.2182741109593807,6,0,0,0,0,1,0,1,1,0
yes,-0.3397165448614569,34,-0.21636726732067604,-0.5695651653443616,-0.5454981587416822,1,2,0,2,0,1,1,0,1,0
yes,-0.3397165448614569,27,-0.42256775493724347,0.04180287763165673,-0.09282736082016423,0,0,1,0,0,1,1,0,1,0
no,3.368337588734479,28,-0.666473474575126,-0.7184461139268397,-0.6782559249526872,0,6,1,11,1,0,1,0,1,0
yes,-0.3397165448614569,39,0.7851779582455085,-0.057981558860453426,0.22854947147787638,4,1,1,10,0,1,0,1,1,0
yes,-0.3397165448614569,40,0.06642197283918766,-0.6429885326337763,-0.598630599907197,0,2,1,22,0,1,1,0,1,0
yes,-0.3397165448614569,23,-0.48148217997054843,-0.6401220674273486,-0.6186698539423618,1,0,1,0,0,1,1,0,1,0
yes,0.4018942818577303,43,-0.35187044489727753,-0.2636272064188516,-0.31033778765165865,0,3,1,14,0,1,0,1,1,0
yes,-0.3397165448614569,47,-0.14973505260800812,-0.45975078031854205,-0.44080693537894755,0,0,1,16,0,1,1,0,1,0
yes,-0.3397165448614569,18,-0.8243641336643834,-0.05026173416095879,-0.2972105178536915,0,5,0,1,0,1,1,0,1,0
yes,0.4018942818577303,21,-0.9233403677203358,1.3071214339144521,0.3807322968382473,0,16,1,8,0,1,1,0,1,0
no,0.4018942818577303,54,3.5541559348108427,-0.722761184077163,-0.6782559249526872,1,7,0,2,1,0,0,1,1,0
yes,-0.3397165448614569,35,1.2564933585119484,-0.5880519584938021,-0.4633488410648975,0,3,1,2,0,1,1,0,1,0
no,-0.3397165448614569,24,-1.1000836428202507,-0.7156680225356471,-0.6782559249526872,0,1,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,24,-0.393110542420591,1.0913009869284147,0.7414480365590617,1,1,1,4,0,1,1,0,1,0
yes,-0.3397165448614569,23,-0.5993110300371584,0.011915274684325083,-0.17941673916182738,0,2,1,9,0,1,1,0,1,0
yes,-0.3397165448614569,39,0.7262635332122036,-0.43377773849230183,-0.2920465139273013,2,0,1,1,0,1,1,0,1,0
yes,-0.3397165448614569,31,4.496727820918689,-0.6112137535825749,-0.321017591667684,0,1,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,62,-0.41991660581074464,0.37040034824754264,0.16325817167463005,0,8,1,1,0,1,1,0,1,0
yes,0.4018942818577303,36,2.3464102216280907,0.02735028210273696,0.9214925753568329,0,4,0,14,0,1,1,0,1,0
yes,-0.3397165448614569,23,-0.0985384172540661,-0.5436081594510256,-0.5127930327741029,0,1,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,28,1.6688943337450832,0.003093718094584785,0.6270211458919163,0,1,1,9,0,1,0,1,1,0
yes,0.4018942818577303,38,-0.05729831973075245,1.7940894613923626,1.7067911558336828,2,0,1,3,0,1,1,0,1,0
yes,1.1435051085769175,49,0.19603370791245878,0.7900533273782314,0.9441198816331724,4,18,1,11,0,1,1,0,1,0
yes,-0.3397165448614569,50,-0.9527975802369882,1.524600333961359,0.46154934330394404,0,3,1,1,0,1,1,0,1,0
no,-0.3397165448614569,23,-0.5551252112621797,-0.7188873900954968,-0.6782559249526872,2,11,1,1,1,0,1,0,0,1
no,0.4018942818577303,29,-0.393110542420591,-0.7194191184206933,-0.6782559249526872,1,28,0,1,1,0,1,0,1,0
yes,-0.3397165448614569,45,0.19603370791245878,0.7363456120965909,0.88686848455591,0,2,1,2,0,1,1,0,1,0
yes,-0.3397165448614569,31,-0.0985384172540661,-0.5787164080546627,-0.5453331511604229,1,1,1,1,0,1,1,0,1,0
yes,-0.3397165448614569,31,-0.15745284228737108,0.6523890633790416,0.557681293411593,1,4,1,3,0,1,1,0,1,0
no,-0.3397165448614569,37,3.3184982346776226,-0.7227013267926119,-0.6782559249526872,0,11,1,0,1,0,1,0,1,0
yes,1.8851159352961047,27,1.2564933585119484,1.6018734856428976,3.027088316775055,0,6,1,11,0,1,1,0,0,1
no,-0.3397165448614569,36,0.4316914080456787,-0.7210201955466292,-0.6782559249526872,2,2,1,0,1,0,0,1,1,0
yes,-0.3397165448614569,38,-0.21636726732067604,1.6745721764644286,1.4053985750437206,0,3,1,2,0,1,0,1,1,0
yes,-0.3397165448614569,25,-0.334196117387286,1.3648054275589532,1.0155347961187107,0,5,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,41,1.0208356583787284,-0.37633586633474075,-0.1648440029520283,1,5,1,4,0,1,1,0,1,0
yes,-0.3397165448614569,34,2.140209734011523,-0.349949266238869,0.07851174467387703,6,5,1,3,0,1,1,0,0,1
yes,-0.3397165448614569,24,-0.6264116655524785,3.2294099008705697,1.9600535919548865,0,6,1,2,0,1,1,0,1,0
yes,-0.3397165448614569,32,-0.6287682425538109,1.3862228929461728,0.7272848858342996,1,5,1,6,0,1,1,0,1,0
no,0.4018942818577303,24,-0.8644259426870308,-0.7174448566511986,-0.6782559249526872,1,1,0,4,1,0,1,0,1,0
yes,-0.3397165448614569,23,-0.6287682425538109,0.7381253896498267,0.2958450633681531,0,0,1,3,0,1,1,0,1,0
no,0.4018942818577303,22,-1.1000836428202507,-0.7156680225356471,-0.6782559249526872,3,1,1,4,1,0,1,0,1,0
yes,-0.3397165448614569,26,-0.5845824237788322,0.7829637570416905,0.3584529732166082,1,9,1,1,0,1,1,0,0,1
yes,-0.3397165448614569,30,-0.334196117387286,1.0101538914558381,0.7282199287947696,0,1,1,6,0,1,1,0,1,0
yes,-0.3397165448614569,27,-0.4977425612797404,1.759736695127712,1.1364149499471528,1,8,1,3,0,1,1,0,1,0
yes,-0.3397165448614569,27,-0.6876826675871158,-0.6469926101303225,-0.6318674169699453,0,5,0,2,0,1,1,0,1,0
yes,-0.3397165448614569,32,-0.0985384172540661,0.533502665811415,0.4858329590126136,0,2,1,1,0,1,1,0,1,0
yes,-0.3397165448614569,32,0.19603370791245878,-0.6876393534603533,-0.642534838083706,0,7,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,46,-0.9233403677203358,-0.3706844659807553,-0.49705314293952924,1,14,1,2,0,1,1,0,1,0
no,1.1435051085769175,47,-0.5993110300371584,-0.7187207756976278,-0.6782559249526872,0,13,1,4,1,0,1,0,1,0
yes,-0.3397165448614569,22,-0.9115574827136749,4.992490038969984,2.3352254625280766,0,7,1,2,0,1,1,0,1,0
yes,-0.3397165448614569,42,1.2564933585119484,0.021566690801851342,0.509621551977505,0,8,1,4,0,1,1,0,1,0
no,8.559613375768787,30,-0.452024967453896,-0.7192387764202619,-0.6782559249526872,0,19,1,14,1,0,1,0,1,0
yes,-0.3397165448614569,21,-0.7171398801037684,2.0806051625825077,1.068315587794386,0,2,1,0,0,1,1,0,1,0
yes,-0.3397165448614569,36,0.25494813294576374,-0.34516190726964946,-0.263924821878539,3,6,1,4,0,1,0,1,1,0
yes,-0.3397165448614569,37,-0.8055115176537259,-0.4400187758791891,-0.5152162241074237,1,3,0,3,0,1,1,0,1,0
yes,1.1435051085769175,26,-0.5403966050038534,0.5600020449354082,0.2329738747567107,0,0,1,15,0,1,1,0,1,0
yes,0.4018942818577303,46,0.07820485784584882,0.4326218779065469,0.49437045126697304,1,10,0,5,0,1,0,1,1,0
yes,-0.3397165448614569,25,-0.334196117387286,2.7073674901473264,2.1046486353619245,0,0,1,7,0,1,1,0,1,0
yes,0.4018942818577303,30,-0.8114029601570564,1.9037963423679896,0.8361224196989195,0,6,1,8,0,1,1,0,1,0
no,-0.3397165448614569,27,-0.8055115176537259,-0.7177780137072366,-0.6782559249526872,0,4,1,0,1,0,1,0,1,0
yes,-0.3397165448614569,21,-0.7465970926204208,0.07259957027526769,-0.1942732884113925,0,16,1,5,0,1,0,1,1,0
yes,-0.3397165448614569,20,-0.3400875598906166,-0.48479795801868864,-0.4857867919746539,0,7,1,5,0,1,1,0,1,0
yes,-0.3397165448614569,23,-0.6169853575471499,0.5060664506072361,0.14776909336357066,0,0,1,8,0,1,1,0,1,0
yes,-0.3397165448614569,45,0.7262635332122036,0.09632990248522541,0.4145463837569438,2,6,1,5,0,1,1,0,1,0
no,0.4018942818577303,26,-0.8055115176537259,-0.7177780137072366,-0.6782559249526872,2,5,1,7,1,0,0,1,1,0
